"","chr","pos"
"29397","13",82.0989075161995
"22214","13",82.0989076161995
"1975","13",82.0989077161995
"38313","13",82.0989078161995
"52510","13",82.0989079161996
"50684","13",82.3617901570343
"28122","13",82.3617902570344
"40287","13",82.3617903570344
"28903","13",82.8891090269823
"45504","13",83.4179775302872
"5748","13",83.4179776302872
"16785","13",83.4179777302872
"12842","13",83.9536703188722
"25685","13",83.9536704188722
"25534","13",84.4895129115245
"50931","13",84.4895130115245
"25554","13",84.4895131115245
"4362","13",84.4895132115245
"19503","13",84.4895133115245
"50075","13",85.0126694602985
"39958","13",85.8070133186482
"52805","13",85.8070134186482
"13481","13",86.064746488044
"35201","13",86.064746588044
"3731","13",86.8621501529537
"35158","13",86.8621502529537
"24369","13",86.8621503529537
"29346","13",86.8621504529537
"10981","13",88.4556517012547
"27042","13",88.4556518012547
"574","13",88.4556519012547
"51550","13",88.4556520012547
"22780","13",88.4556521012547
"21355","13",88.4556522012547
"8043","13",88.4556523012547
"53015","13",88.4556524012547
"16667","13",88.4556525012547
"13901","13",88.4556526012547
"16149","13",88.4556527012547
"47225","13",88.4556528012547
"11031","13",88.4556529012547
"29290","13",88.4556530012547
"41642","13",88.4556531012547
"9316","13",88.4556532012547
"44075","13",88.4556533012547
"13237","13",88.4556534012547
"49854","13",88.4556535012547
"49983","13",88.4556536012547
"3219","13",88.4556537012547
"46630","13",88.4556538012547
"19585","13",88.4556539012547
"10135","13",88.4556540012548
"29849","13",88.4556541012548
"9354","13",88.4556542012548
"635","13",88.6133459854006
"27106","13",88.6952729263799
"37068","13",88.6952730263799
"55284","13",88.9343033813338
"47970","13",88.9343034813338
"21828","13",89.1762070073072
"7387","13",89.1762071073072
"32009","13",89.1762072073072
"648","13",89.4121252758829
"24988","13",89.4121358544731
"8363","13",89.4121359544731
"18908","13",89.4121360544732
"39424","13",89.4121361544731
"8365","13",89.934785762615
"28425","13",89.934785862615
"42420","13",90.1986828703671
"15527","13",90.1986829703671
"49982","13",90.1986830703671
"32988","13",90.1986831703671
"10021","13",90.4588950205414
"27275","13",90.9855707092278
"32919","13",90.9855708092278
"32824","13",90.9855709092278
"4758","13",90.9855710092278
"26344","13",90.9855711092278
"1233","13",90.9855712092278
"54144","13",92.3067480654339
"5489","13",92.3067481654339
"35897","13",92.3067482654339
"30706","13",92.3067483654339
"20336","13",92.3067484654339
"8781","13",92.5694430372275
"10854","13",92.8313095366731
"38058","13",92.8313096366731
"50016","13",93.0920191482785
"30604","13",93.0920192482785
"3398","13",93.0920193482785
"827","13",93.0920194482785
"20931","13",93.0920195482785
"16246","13",93.0920196482785
"6608","13",93.0920197482785
"8144","13",93.0920198482785
"2534","13",93.3764512801203
"7237","13",94.3497020236402
"6143","13",94.3497021236402
"51036","13",96.5642310161643
"12947","13",97.1978336148668
"49666","13",97.6851388438289
"38384","13",97.6851389438289
"41580","13",97.9460601117126
"31403","13",98.2979717111453
"23620","13",99.0053845114483
"21368","13",99.0053846114483
"53361","13",99.0053847114483
"49676","13",99.4013159237283
"33245","13",99.4014459817283
"20994","13",99.796165945951
"34364","13",99.796166045951
"36188","13",99.796166145951
"33512","13",100.850149397844
"7543","13",100.850149497844
"45901","13",102.736188299105
"9962","13",102.736188399105
"18684","13",102.736188499105
"29490","13",102.736188599105
"8839","13",105.793489727551
"9987","13",105.793489827551
"19049","13",106.090727622081
"45099","13",107.332415758991
"4315","13",107.652106657877
"4609","13",107.977965204072
"34626","13",107.977965304072
"18538","13",107.977965404072
"52947","13",108.771120382429
"51855","13",108.771120482429
"21120","13",108.771120582429
"18460","13",109.300633964303
"18182","13",110.931548731944
"43947","13",111.201517114026
"8127","13",111.201517214026
"52001","13",111.775657524203
"21311","13",114.21699649308
"2830","13",114.499546230619
"2396","13",114.824265143728
"26452","13",114.824265243728
"3620","13",118.823090039013
"25325","13",118.823090139013
"48357","13",123.51550366797
"51323","13",123.51550376797
"15691","13",124.615730870999
"43511","13",124.615730970999
"694","13",125.1619858914
"3662","13",125.1619859914
"27030","13",126.681666646407
"52832","13",127.042601974027
"29910","13",127.042602074027
"54758","13",127.827436473207
"1941","13",129.809651358378
"47990","13",129.809651458378
"40336","13",129.809651558378
"36679","13",129.809651658378
"32366","13",129.809651758378
"49139","13",131.482759842991
"13686","13",132.028503944427
"37332","13",132.028504044427
"3436","13",132.028504144427
"3994","13",133.662994949878
"34785","13",134.150506123818
"20008","13",134.464760814405
"7306","13",135.791275905758
"19197","13",137.565741424329
"42886","13",137.565741524329
"29326","13",137.565741624329
"40174","13",137.834263356472
"55464","13",138.168664380105
"11003","13",139.389574425915
"46934","13",139.389574525915
"50140","13",139.695233520201
"49104","13",140.003604527273
"54419","13",140.265611369994
"17576","13",140.265611469994
"38684","13",140.265611569994
"6365","13",140.265611669994
"44391","13",140.526280575583
"34916","13",140.526280675583
"26887","13",140.526280775583
"29005","13",140.623231344366
"55689","13",140.787659006347
"13465","13",140.787659106347
"32287","13",140.787659206347
"3551","13",140.787659306347
"47185","13",141.048319668429
"15344","13",141.309173408091
"27646","13",141.309173508091
"5971","13",141.309173608091
"2988","13",141.309173708091
"8563","13",141.309173808091
"16508","13",141.569025367465
"40781","13",141.569025467465
"11878","13",141.569025567465
"20621","13",141.569025667465
"6485","13",141.569025767465
"38097","13",141.569025867465
"53855","13",141.569025967465
"37048","13",141.569026067465
"20824","13",141.569026167465
"1186","13",141.569026267465
"53786","13",141.827685502601
"28632","13",142.356768370769
"51274","13",142.885864959177
"24555","13",143.146587268791
"5099","13",143.146587368791
"46353","13",143.407596939238
"38948","13",143.407597039238
"16321","13",143.668136909644
"20676","13",143.668137009644
"41274","13",143.668137109644
"920","13",143.668137209644
"53498","13",143.928343213259
"46299","13",143.92834331326
"3469","13",143.92834341326
"33619","13",143.92834351326
"23534","13",143.92834361326
"49391","13",144.714687386638
"46030","13",144.714687486638
"3721","13",144.714687586638
"32027","13",144.714687686638
"5727","13",144.714687786638
"13652","13",144.714687886638
"46883","13",144.952837068005
"6113","13",145.213593436004
"33816","13",145.213593536004
"49220","13",145.429212488289
"12684","13",145.429212588289
"23263","13",145.429212688289
"51213","13",145.667276216208
"20082","13",145.667276316208
"26802","13",145.928524031278
"20061","13",145.928524131278
"43273","13",146.189427977495
"20223","13",146.189428077495
"21814","13",146.189428177495
"36100","13",146.189428277495
"157","13",146.189428377495
"1318","13",146.189428477495
"17350","13",146.189428577495
"34433","13",146.427074988365
"39792","13",146.427075088365
"25742","13",146.427075188365
"45366","13",146.664778874493
"23980","13",146.664778974493
"42756","13",146.924930471528
"42567","13",146.924930571528
"30757","13",146.924930671528
"28000","13",147.184342850916
"7070","13",147.578626481381
"23906","13",147.578626581381
"799","13",147.968533737409
"47282","13",147.968533837409
"55151","13",147.968533937409
"44073","13",147.968534037409
"18255","13",147.968534137409
"35256","13",147.968534237409
"17957","13",147.968534337409
"48732","13",147.968534437409
"27869","13",147.968534537409
"2125","13",147.968534637409
"53943","13",147.968534737409
"10071","13",147.968534837409
"49618","13",147.968534937409
"51955","13",147.968535037409
"7377","13",147.968535137409
"20539","13",147.968535237409
"22708","13",147.968535337409
"46477","13",147.968535437409
"44816","13",147.968535537409
"36595","13",147.968535637409
"48895","13",147.968535737409
"8834","13",147.968535837409
"1875","13",147.968535937409
"18883","13",147.968536037409
"25993","13",147.968536137409
"18787","13",147.968536237409
"18547","13",147.968536337409
"20961","13",148.207982613779
"50171","13",148.207982713779
"40759","13",148.547217106067
"14640","13",149.881731438329
"","chr","pos"
"20461","14",0
"35677","14",1.4347933453368
"5912","14",1.43479344533681
"16624","14",1.43479354533681
"29035","14",1.81502124906591
"52311","14",1.81502134906591
"17484","14",1.81502144906592
"53419","14",2.28833333155942
"54103","14",2.67479314881996
"4512","14",2.93884176037164
"29296","14",2.93884186037164
"11282","14",3.46145434359817
"24505","14",3.46145444359817
"27170","14",3.98700960486303
"19787","14",3.98700970486303
"31134","14",3.99106048549479
"27226","14",3.99106058549479
"23524","14",5.05940380672652
"17939","14",5.05940390672653
"34821","14",5.05940400672653
"38243","14",5.05940410672653
"12237","14",5.05940420672653
"164","14",5.05940430672654
"47987","14",5.59638945161961
"19550","14",7.39025374858261
"49745","14",9.13864651369706
"23248","14",9.13864661369706
"28292","14",9.13864671369706
"27140","14",9.44020982026982
"39102","14",10.1820772644541
"33715","14",10.1820773644541
"31667","14",11.2835328415587
"32726","14",12.53331757189
"53458","14",12.69798065171
"45454","14",13.1509418833318
"16658","14",13.1509419833318
"46724","14",13.1509420833318
"7809","14",13.4135881733383
"40814","14",13.4135882733383
"769","14",13.4135883733383
"51475","14",13.4135884733383
"4030","14",13.4135885733383
"40214","14",13.4135886733383
"34551","14",13.4135887733383
"20925","14",13.4135888733383
"45369","14",13.9359607474173
"40577","14",13.9359608474173
"22045","14",13.9359609474173
"37422","14",13.9359610474173
"8961","14",13.9359611474173
"55317","14",13.9359612474173
"3819","14",13.9359613474173
"22488","14",14.1736557436659
"14092","14",14.1736558436659
"23759","14",14.173655943666
"32999","14",14.173656043666
"53411","14",14.173656143666
"36949","14",14.4113238904221
"13026","14",14.4113239904221
"5200","14",14.4113240904221
"34110","14",14.4113241904221
"38565","14",14.4113242904221
"29551","14",14.4113243904221
"20629","14",14.4113244904221
"43600","14",14.4113245904221
"21574","14",14.4113246904221
"7333","14",14.4113247904221
"47271","14",14.4113248904221
"18990","14",14.4113249904221
"33637","14",14.4113250904221
"34485","14",14.4113251904221
"3080","14",14.4113252904221
"16299","14",14.4113253904221
"36442","14",14.4113254904221
"51781","14",14.4113255904221
"8193","14",14.4113256904221
"55637","14",14.4113257904222
"15893","14",14.4113258904222
"38272","14",14.4113259904222
"48459","14",14.4946387010503
"30859","14",14.6500192703827
"321","14",14.6500193703827
"14355","14",14.9025346850805
"54657","14",16.5458887114053
"50954","14",16.7591347153476
"5487","14",16.7591348153476
"6101","14",17.0114073446357
"55456","14",20.9227243824485
"642","14",20.9227244824485
"30486","14",20.9227245824485
"50068","14",21.9882693919845
"16280","14",21.9882694919845
"3806","14",21.9882695919845
"40542","14",21.9882696919845
"10182","14",24.2902157040894
"53095","14",24.6923914553908
"51544","14",25.7338515597377
"22904","14",27.3684321056158
"26118","14",27.3684322056158
"37109","14",27.3684323056158
"7582","14",27.3684324056158
"3097","14",27.3684325056158
"12484","14",27.6209460267667
"39541","14",27.8897349349873
"47473","14",28.0059223113666
"9873","14",31.8465631379644
"19748","14",33.4970524559795
"7683","14",35.3877067114954
"52963","14",35.6992369542497
"9224","14",36.3125753407402
"36343","14",37.1683311766781
"6598","14",38.2902150909638
"38018","14",38.5550813399014
"46808","14",38.5550814399014
"46316","14",39.3515931691606
"49192","14",39.3515932691606
"39089","14",39.5916136608139
"2979","14",39.5916137608139
"27561","14",42.0702715711309
"33695","14",42.0702716711309
"36847","14",42.0702717711309
"47593","14",42.0702718711309
"7709","14",42.0702719711309
"39553","14",42.5966831498793
"39010","14",43.058057372764
"30318","14",43.7891178874235
"30768","14",44.4501661306321
"10416","14",44.4501662306321
"32046","14",44.7108032527931
"28539","14",44.9765473868573
"20328","14",45.2393430581397
"30008","14",45.5031648093109
"24333","14",46.0418800164306
"16266","14",46.5730275495085
"42342","14",46.5730276495085
"32595","14",47.2835396642645
"18580","14",47.2835397642645
"51299","14",47.6438100295483
"3768","14",47.6438101295483
"46334","14",48.3913836652777
"26064","14",48.3913837652777
"11798","14",55.4702586555113
"25151","14",56.354931514305
"44244","14",63.8964347694257
"10753","14",63.8964348694257
"35295","14",64.1797698795198
"49758","14",65.0131855302154
"51726","14",65.0131856302154
"40445","14",65.2667953196469
"28926","14",65.2667954196469
"18014","14",65.5305550491384
"50042","14",65.5305551491385
"31747","14",66.0568112433892
"41933","14",66.3143667941865
"35905","14",66.3143668941865
"54705","14",66.3143669941865
"27003","14",66.5745725851512
"11814","14",66.5745726851512
"35802","14",66.8758979823817
"524","14",66.8758980823817
"25789","14",66.8758981823817
"25372","14",67.4715753503944
"25639","14",68.6860207988118
"33220","14",68.6860208988118
"32650","14",68.6860209988118
"44446","14",68.6860210988118
"38334","14",68.6860211988119
"8624","14",68.6860212988119
"38523","14",69.2085705628711
"50080","14",69.2085706628711
"39805","14",69.2085707628711
"44389","14",69.4740575762091
"55206","14",69.7382111491639
"49562","14",69.7382112491639
"4511","14",69.7382113491639
"39338","14",70.1328197170417
"2773","14",70.5269933605464
"14808","14",70.5269934605464
"41228","14",70.7925119266439
"38439","14",70.7925120266439
"27470","14",71.8649855128935
"52438","14",71.8649856128935
"20251","14",71.8659018762848
"8493","14",72.1291028216307
"8536","14",72.1291029216307
"42853","14",72.6686801488971
"39656","14",72.6686802488971
"19433","14",72.6686803488971
"17537","14",73.2358488999757
"13318","14",73.2358489999757
"2617","14",73.9149405435091
"1926","14",73.9149406435091
"40748","14",74.2737250571422
"45774","14",74.2737251571422
"47916","14",74.2737252571422
"15975","14",74.2737253571422
"670","14",74.2737254571422
"22734","14",74.7093165333425
"37733","14",75.5955118958053
"29227","14",75.5955119958053
"23884","14",75.5955120958053
"8857","14",75.5955121958053
"15602","14",75.5955122958053
"29602","14",75.5955123958053
"46694","14",75.5955124958053
"29345","14",75.5955125958053
"36193","14",75.5955126958053
"47925","14",75.8556451736176
"15236","14",75.8556452736176
"19735","14",76.6420199553788
"10142","14",76.6420200553788
"1057","14",76.6420201553788
"31453","14",76.6420202553788
"48345","14",76.6420203553788
"49397","14",76.6420204553788
"42502","14",76.9057225730498
"53472","14",77.1668182526534
"5116","14",77.1668183526534
"22642","14",77.1668184526534
"55434","14",77.4242463070584
"49363","14",77.4242464070584
"27213","14",77.4242465070584
"11951","14",77.4242466070584
"43996","14",77.4249983867527
"32359","14",77.6843764328062
"8202","14",77.6843765328062
"8559","14",77.6843766328062
"7157","14",77.6843767328062
"26762","14",77.6843768328062
"47568","14",77.6843769328062
"30147","14",79.0177132035754
"47747","14",79.0177133035754
"12587","14",79.3728477331754
"46890","14",80.0805375117817
"34901","14",80.0805376117817
"53031","14",80.0805377117817
"23743","14",80.0805378117817
"51717","14",80.0805379117817
"50243","14",81.4146628517393
"20215","14",81.4146629517393
"28181","14",81.4146630517393
"3694","14",81.943747858816
"22364","14",82.6150312200758
"42709","14",82.6150313200758
"42062","14",83.2863517388316
"44585","14",83.2863518388315
"53109","14",83.2863519388316
"25956","14",83.6886804749219
"32977","14",84.0898539998966
"16731","14",84.0898540998966
"43712","14",84.0898541998966
"45625","14",85.1643478336025
"17888","14",85.4210101204998
"2859","14",85.4210102204998
"54079","14",85.6845694176069
"51774","14",85.6845695176069
"3409","14",86.2143073764733
"12158","14",86.4681483334266
"26672","14",87.2709981256859
"16190","14",87.2709982256859
"54707","14",87.4169567248922
"24360","14",87.4169568248922
"8573","14",87.5552522879899
"3376","14",87.5552523879899
"42732","14",87.5552524879899
"51838","14",87.5552525879899
"7412","14",87.5552526879899
"18993","14",88.3516262945497
"34539","14",88.6086578374276
"7733","14",88.6086579374276
"7024","14",88.6086580374276
"11194","14",88.6086581374276
"6826","14",88.6086582374276
"26231","14",88.8688088877967
"13581","14",88.8688089877967
"16626","14",88.8688090877967
"52960","14",88.8688091877967
"46732","14",88.8688092877967
"2148","14",88.8688093877967
"54360","14",89.3925565571266
"12717","14",89.3925566571266
"35573","14",89.3925567571266
"45025","14",89.6948523379578
"51001","14",89.9906759653071
"26473","14",89.9906760653071
"5114","14",90.9870673223148
"12518","14",90.9870674223148
"32600","14",91.3086283203153
"46826","14",92.5643179858882
"6874","14",93.1522045922672
"45577","14",93.399688496854
"48450","14",93.9281766431607
"10502","14",93.9281767431607
"17880","14",93.9281768431607
"36437","14",94.4600789789041
"35399","14",94.4600790789041
"17240","14",94.4600791789042
"7680","14",94.4600792789041
"23279","14",94.9805792473161
"47398","14",94.9805793473161
"41439","14",95.6841572668714
"21153","14",96.0338655925978
"49050","14",96.2953514083314
"909","14",96.6789966731289
"54257","14",97.1409872372512
"39818","14",97.1409873372512
"48228","14",98.3368897023976
"45410","14",99.2115025090153
"55607","14",99.2115026090153
"47059","14",99.2115027090153
"32933","14",100.000266552547
"33163","14",100.000266652547
"6655","14",100.000266752547
"37900","14",100.000266852547
"11007","14",100.000266952547
"7987","14",100.000267052547
"15318","14",100.526932308763
"44922","14",100.76164813064
"7453","14",100.76164823064
"14835","14",101.02559586534
"1146","14",101.094991122961
"55751","14",101.266698374254
"40617","14",101.508126297275
"1800","14",101.508126397275
"26015","14",101.508126497275
"41429","14",101.508126597275
"38366","14",101.748401891171
"38999","14",101.748401991171
"42475","14",101.748402091171
"51093","14",101.748402191171
"39903","14",102.010279781293
"45779","14",102.580874957044
"18435","14",103.151218065748
"37213","14",103.427397737373
"42478","14",103.700143062703
"11620","14",103.700143162703
"19150","14",103.700143262703
"18582","14",104.55552942836
"25028","14",104.55552952836
"38198","14",104.55552962836
"55745","14",104.55552972836
"41904","14",104.55552982836
"2775","14",105.71101810419
"50612","14",106.343683565457
"6983","14",106.343683665457
"33681","14",106.656832024309
"25501","14",106.656832124309
"40074","14",106.656832224309
"18270","14",106.656832324309
"33347","14",106.656832424309
"2272","14",106.656832524309
"44471","14",107.292543091385
"4267","14",108.121525750076
"21251","14",108.121525850076
"4326","14",108.121525950076
"8806","14",108.121526050076
"15951","14",109.366201513924
"15332","14",110.05824288236
"8763","14",110.05824298236
"15881","14",111.599212459
"38889","14",111.967228396252
"29188","14",114.292178753725
"5691","14",115.040041490972
"26306","14",116.225422549794
"1582","14",120.624706545191
"33722","14",120.624706645191
"15008","14",120.624706745191
"37387","14",120.624706845191
"18913","14",120.888103312156
"19565","14",121.14623533239
"17245","14",121.952852104135
"26821","14",123.222915139834
"34766","14",123.829605516504
"24048","14",124.896547753889
"53479","14",126.242127351926
"44664","14",126.242127451926
"1841","14",127.03405022112
"42173","14",127.03405032112
"19163","14",127.468184307852
"25444","14",127.468184407852
"37846","14",129.560313153422
"21787","14",129.560313253422
"41888","14",130.379268285749
"43034","14",130.902397239802
"30559","14",130.902397339802
"17445","14",130.902397439802
"37926","14",130.902397539802
"43351","14",130.902397639802
"11184","14",131.488718391422
"32131","14",132.470368737465
"45661","14",134.44549256906
"23012","14",134.44549266906
"4102","14",134.44549276906
"53660","14",134.44549286906
"52180","14",134.44549296906
"47614","14",134.44549306906
"1173","14",134.44549316906
"52553","14",134.44549326906
"52929","14",134.44549336906
"27692","14",134.712051962607
"26698","14",135.016452943606
"39017","14",135.016453043606
"39493","14",135.016453143606
"5559","14",135.964305603125
"36976","14",135.964305703125
"28300","14",135.964305803125
"32072","14",136.53737391406
"39311","14",145.431487277418
"","chr","pos"
"26888","15",0
"42170","15",2.53732712706949
"33952","15",5.12452523364202
"52303","15",5.99510888815353
"45151","15",5.99510898815353
"27286","15",5.99510908815353
"19874","15",5.99510918815353
"27192","15",6.1945761333812
"24000","15",6.25739247275399
"23070","15",6.257392572754
"46459","15",6.257392672754
"17017","15",6.257392772754
"48802","15",6.25739287275401
"51458","15",6.25739297275401
"28283","15",6.25739307275401
"26877","15",6.25739317275401
"15319","15",6.25739327275402
"14963","15",6.77965797973086
"40722","15",6.77965807973086
"27785","15",6.77965817973086
"6091","15",6.77965827973087
"45579","15",6.77965837973087
"30295","15",6.77965847973087
"34623","15",7.98013979081987
"51874","15",7.98013989081987
"45288","15",7.98013999081987
"21472","15",8.35502301926581
"39179","15",9.31350153647396
"55137","15",9.31350163647396
"23693","15",9.61019145457497
"14759","15",11.3177751120854
"46664","15",12.3302865495288
"49305","15",13.0232659066994
"14350","15",13.0232660066994
"10259","15",13.0232661066994
"43929","15",13.3011626530733
"50601","15",14.4264878909417
"9993","15",14.4264879909417
"1618","15",14.4264880909417
"31999","15",14.4264881909417
"50947","15",14.6939295658463
"48355","15",14.6939296658463
"23390","15",14.6939297658463
"34585","15",14.6939298658463
"49836","15",14.6939299658463
"3630","15",14.6939300658463
"1574","15",14.6939301658463
"21867","15",14.6939302658463
"55090","15",14.9715001155111
"866","15",14.9715002155111
"38010","15",16.1480642140837
"51554","15",16.6729098503254
"49895","15",17.1995631572455
"8061","15",17.8838562549274
"18703","15",17.8838563549274
"31220","15",17.8838564549274
"40697","15",17.8838565549274
"37484","15",18.1511787426061
"56016","15",19.5463515866477
"1644","15",19.5463516866477
"54433","15",19.5463517866477
"9384","15",19.9189987751443
"21301","15",20.2935159854069
"16656","15",20.2935160854069
"61","15",20.6573797318054
"24430","15",20.6573798318054
"18875","15",20.6573799318054
"982","15",20.9345239118508
"19270","15",21.5042259552408
"33802","15",21.5042260552408
"34651","15",22.9139255349837
"17472","15",22.9139256349837
"39330","15",23.60507998962
"28970","15",24.8022501915427
"12050","15",25.5441536699764
"32982","15",25.5441537699764
"12345","15",25.5441538699764
"40698","15",25.8723089141518
"12461","15",26.198968741762
"42164","15",26.198968841762
"22001","15",26.198968941762
"30833","15",26.198969041762
"3466","15",26.198969141762
"17343","15",26.198969241762
"47334","15",26.198969341762
"6422","15",26.198969441762
"33738","15",26.4598549995592
"29450","15",26.4598550995592
"35644","15",26.4598551995592
"42101","15",26.8559933932465
"37718","15",27.2428584829152
"36769","15",27.7844188706347
"5287","15",28.3258562099192
"32545","15",28.5824882446506
"25725","15",28.5824883446506
"35066","15",28.5824884446506
"18052","15",28.8493549593606
"5973","15",29.1272015946159
"11202","15",30.0365507759858
"2347","15",30.0365508759858
"6860","15",30.5182852815775
"24618","15",32.0244177221104
"13296","15",32.0244178221104
"33616","15",34.0133157111153
"47076","15",34.5853612136928
"15443","15",36.0655553745368
"52167","15",37.0819240268679
"54085","15",38.8674486349025
"15480","15",38.8674487349025
"15899","15",39.4910897864897
"45303","15",40.4910069824862
"36027","15",43.1937077670528
"31190","15",50.0808755365954
"55644","15",50.0808756365954
"5988","15",50.0808757365954
"44126","15",55.1308926917815
"11023","15",55.1308927917815
"36948","15",55.8355683025307
"20428","15",55.8355684025307
"31443","15",56.3263624329014
"31852","15",56.3263625329014
"42430","15",58.5561037373497
"14271","15",58.8112312900516
"35546","15",59.6162858103351
"12504","15",59.8778296764742
"29845","15",59.8778297764742
"6883","15",60.2686895872705
"29396","15",60.6622049749579
"54446","15",60.6622050749579
"18451","15",60.6622051749579
"28003","15",61.0095596121199
"49817","15",61.2654196923351
"4825","15",61.9815534658808
"52845","15",62.2379337748577
"3041","15",63.118289466216
"20736","15",64.6239112246864
"50204","15",64.9058618652807
"15225","15",64.9058619652807
"44622","15",64.9058620652807
"46738","15",65.9620625596572
"369","15",69.6078481669649
"12128","15",73.6024434069234
"49668","15",73.6024435069234
"24565","15",76.1995423226911
"47538","15",79.847271838112
"55977","15",84.9934360214666
"5798","15",85.5229660958425
"23083","15",86.2599619205464
"25093","15",87.0772123832921
"40853","15",87.0772124832921
"44511","15",88.4254784074983
"52110","15",88.784043878663
"25683","15",88.784043978663
"8906","15",88.784044078663
"15397","15",88.784044178663
"1990","15",88.784044278663
"26394","15",89.0482146182537
"12657","15",89.4304159799462
"9932","15",89.4304160799462
"43569","15",90.0878901378422
"19633","15",91.1783777252651
"47839","15",91.1783778252651
"26661","15",91.5238933125602
"23710","15",91.5238934125602
"3948","15",91.5238935125602
"40837","15",92.0915969548202
"33342","15",92.9509271105785
"31967","15",93.5962762930839
"39540","15",93.5962763930839
"20382","15",93.9370335698355
"35288","15",93.9370336698355
"10243","15",93.9370337698355
"13206","15",94.459719867427
"42582","15",94.459719967427
"32432","15",94.459720067427
"18279","15",94.459720167427
"24311","15",94.459720267427
"55919","15",94.459720367427
"25633","15",94.459720467427
"28944","15",94.459720567427
"6842","15",94.4597208343593
"10344","15",94.7208969978518
"42601","15",94.7208970978518
"9165","15",95.4248943577956
"33978","15",95.7716576563059
"43883","15",95.7716577563059
"46306","15",95.7716578563059
"55721","15",95.7716579563059
"38893","15",95.7716580563059
"29930","15",95.7716581563059
"28518","15",95.7716582563059
"43114","15",95.7716583563059
"28265","15",96.2938392855574
"5990","15",96.2938393855574
"23179","15",96.2938394855574
"18783","15",96.2938395855574
"9170","15",96.2938396855574
"47967","15",96.2938397855574
"36886","15",96.2938398855574
"1872","15",96.2938399855574
"4664","15",96.2938400855574
"33935","15",96.2938401855574
"9908","15",96.8070837074875
"31064","15",96.8070838074875
"33824","15",96.8070839074875
"34767","15",97.0583159848684
"46513","15",97.0583160848684
"18223","15",97.0583161848684
"39927","15",97.0583162848684
"7544","15",97.5853424717159
"19202","15",97.844822002895
"45793","15",97.844822102895
"51268","15",97.844822202895
"51291","15",97.844822302895
"35736","15",97.844822402895
"41828","15",97.844822502895
"26331","15",97.8448226028951
"52695","15",97.844822702895
"14689","15",97.8448228028951
"26921","15",98.1050506827545
"14587","15",98.1050507827545
"12241","15",98.1050508827545
"52417","15",98.1050509827545
"27826","15",98.1050510827545
"25490","15",98.2337125043859
"16348","15",98.3654152254699
"1434","15",98.3654153254699
"53630","15",98.3654154254699
"43122","15",98.6254542986286
"26505","15",98.6254543986286
"50208","15",98.867650027079
"44669","15",98.867650127079
"17007","15",99.2083616525889
"1649","15",99.9001436038956
"15831","15",100.215832303211
"33130","15",101.129881859663
"43181","15",102.970440000271
"52836","15",103.790658643291
"22093","15",104.086098242778
"26767","15",105.043701934994
"28484","15",107.527363800797
"18402","15",108.376370476942
"51851","15",108.985133124351
"15603","15",108.985133224351
"855","15",108.985133324351
"45574","15",109.735180381261
"38306","15",110.495182789987
"36081","15",110.495182889987
"18070","15",112.579325558021
"16556","15",112.579325658021
"35659","15",114.656788328907
"29800","15",114.656788428907
"36727","15",114.656788528907
"5048","15",120.918932900251
"29790","15",122.5445102593
"18237","15",122.5445103593
"26703","15",122.5445104593
"51336","15",123.813374870517
"47884","15",124.181996030713
"32438","15",129.711754078924
"44414","15",130.074457561786
"11379","15",130.828381560433
"54670","15",130.828381660433
"12557","15",131.402152470532
"31760","15",132.457693899557
"30512","15",135.398265210326
"20030","15",135.398265310326
"50621","15",138.662898380784
"35331","15",138.901227094817
"51368","15",139.971031254772
"43052","15",139.971031354771
"33724","15",139.971031454772
"9982","15",139.971031554772
"26787","15",140.2378321562
"","chr","pos"
"4169","16",0
"4121","16",5.2564779129757
"36323","16",6.87703287325348
"39534","16",6.87703297325348
"1064","16",6.87703307325349
"36346","16",6.87703317325349
"20626","16",7.61913057278583
"17721","16",7.8710886804478
"51809","16",8.40969021979016
"20358","16",8.67220897436681
"33216","16",8.93904948383742
"20632","16",9.18641362731772
"48055","16",11.4163497098576
"46436","16",11.4163498098576
"43695","16",11.4163499098576
"24216","16",11.4163500098576
"53347","16",12.2802799425242
"40510","16",14.8322681831876
"8031","16",14.8322682831876
"13252","16",15.9289127221908
"21611","16",15.9289128221908
"41985","16",17.5275064341523
"19273","16",18.6407600820637
"13024","16",19.3325039988432
"2458","16",19.3325040988432
"14276","16",20.4863760871257
"20663","16",20.746589658279
"27330","16",20.746589758279
"44199","16",20.746589858279
"48691","16",21.0193052114637
"15569","16",21.2938738509278
"5683","16",21.2938739509278
"39565","16",21.2938740509278
"35972","16",21.6984339785232
"5132","16",21.6984340785232
"22140","16",22.4953666572088
"6797","16",22.8908588168665
"18752","16",22.8908589168665
"36531","16",22.8908590168665
"40801","16",22.8908591168665
"54688","16",22.8908592168665
"23994","16",22.8908593168665
"31427","16",22.8908594168665
"5736","16",22.8908595168665
"17667","16",24.7637147508613
"18809","16",24.7637148508613
"7273","16",24.7637149508613
"34400","16",25.0024525707269
"43775","16",25.259201927068
"53702","16",28.7784185138398
"54599","16",29.6443073474139
"6836","16",31.7994013319007
"34789","16",33.9729065168138
"50800","16",35.6039407651822
"25876","16",36.6939695683466
"47753","16",37.513297004426
"51242","16",37.513297104426
"42979","16",37.776669077347
"23844","16",37.776669177347
"33282","16",38.5598564638421
"39816","16",38.5598565638421
"11908","16",38.8052107302031
